nombre,genero,director,pais,duracion_ms
Pulp Fiction Venezuela 67,Aventura,Bong Joon-ho,Venezuela,10780276
Titanic Venezuela 68,Aventura,Steven Spielberg,Venezuela,9031039
Avatar Venezuela 69,Acción,Martin Scorsese,Venezuela,10236348
Avatar Venezuela 70,Ciencia ficción,Guillermo del Toro,Venezuela,8342630
Parasite Venezuela 71,Acción,Steven Spielberg,Venezuela,6493137
Inception Venezuela 72,Thriller,Ridley Scott,Venezuela,9306484
Parasite Venezuela 73,Thriller,Steven Spielberg,Venezuela,6369291
Pulp Fiction Venezuela 74,Ciencia ficción,Steven Spielberg,Venezuela,7657357
Parasite Venezuela 75,Aventura,Steven Spielberg,Venezuela,9223384
Interstellar Venezuela 76,Ciencia ficción,Christopher Nolan,Venezuela,9918602
The Dark Knight Venezuela 77,Acción,Bong Joon-ho,Venezuela,9812792
The Dark Knight Venezuela 78,Thriller,Ridley Scott,Venezuela,5700342
The Dark Knight Venezuela 79,Crimen,Pedro Almodóvar,Venezuela,9004537
Titanic Venezuela 80,Drama,Bong Joon-ho,Venezuela,8677526
The Matrix Venezuela 81,Romance,Andrey Zvyagintsev,Venezuela,7791402
Gladiator Venezuela 82,Ciencia ficción,Ridley Scott,Venezuela,6933403
Parasite Venezuela 83,Acción,Andrey Zvyagintsev,Venezuela,8736270
Titanic Venezuela 84,Drama,Pedro Almodóvar,Venezuela,6269644
Forrest Gump Venezuela 85,Acción,Christopher Nolan,Venezuela,9365370
Forrest Gump Venezuela 86,Thriller,Christopher Nolan,Venezuela,9033071
The Dark Knight Venezuela 87,Ciencia ficción,Andrey Zvyagintsev,Venezuela,8034473
Pulp Fiction Venezuela 88,Acción,Guillermo del Toro,Venezuela,10012173
The Dark Knight Venezuela 89,Aventura,James Cameron,Venezuela,8720623
Parasite Venezuela 90,Crimen,James Cameron,Venezuela,10733776
Titanic Venezuela 91,Romance,Hayao Miyazaki,Venezuela,6206388
Avatar Venezuela 92,Crimen,Pedro Almodóvar,Venezuela,9366508
The Dark Knight Venezuela 93,Romance,Martin Scorsese,Venezuela,9507430
Gladiator Venezuela 94,Ciencia ficción,Ridley Scott,Venezuela,10702882
The Matrix Venezuela 95,Comedia,Francis Ford Coppola,Venezuela,9599287
Forrest Gump Venezuela 96,Comedia,Francis Ford Coppola,Venezuela,6196638
Inception Venezuela 97,Drama,James Cameron,Venezuela,6500409
The Matrix Venezuela 98,Drama,Christopher Nolan,Venezuela,9241195
The Dark Knight Venezuela 99,Aventura,Quentin Tarantino,Venezuela,7777164
Forrest Gump Venezuela 100,Crimen,Christopher Nolan,Venezuela,6660600
The Godfather India 1,Drama,James Cameron,India,8739900
Gladiator India 2,Crimen,Martin Scorsese,India,10495343
Pulp Fiction India 3,Aventura,Pedro Almodóvar,India,8620913
Interstellar India 4,Drama,Francis Ford Coppola,India,5723060
Gladiator India 5,Drama,Andrey Zvyagintsev,India,9236245
The Matrix India 6,Thriller,James Cameron,India,7160861
Forrest Gump India 7,Romance,Ridley Scott,India,7006665
Pulp Fiction India 8,Thriller,Andrey Zvyagintsev,India,5668748
Parasite India 9,Drama,Ridley Scott,India,6466124
The Dark Knight India 10,Comedia,Ridley Scott,India,8696473
Pulp Fiction India 11,Comedia,Hayao Miyazaki,India,7325530
The Godfather India 12,Ciencia ficción,Bong Joon-ho,India,8966417
The Godfather India 13,Crimen,James Cameron,India,9379920
Forrest Gump India 14,Comedia,Ridley Scott,India,5534668
Titanic India 15,Crimen,James Cameron,India,6606163
Forrest Gump India 16,Thriller,Francis Ford Coppola,India,7669795
Interstellar India 17,Crimen,Guillermo del Toro,India,9887158
Avatar India 18,Crimen,Bong Joon-ho,India,10147460
Inception India 19,Romance,Christopher Nolan,India,8940936
Titanic India 20,Aventura,Guillermo del Toro,India,8088311
Forrest Gump India 21,Drama,Martin Scorsese,India,8291841
Titanic India 22,Drama,Andrey Zvyagintsev,India,7109412
Gladiator India 23,Acción,Quentin Tarantino,India,9059322
The Dark Knight India 24,Thriller,Francis Ford Coppola,India,10538548
The Dark Knight India 25,Romance,Pedro Almodóvar,India,8688580
Avatar India 26,Comedia,Quentin Tarantino,India,9168865
The Matrix India 27,Thriller,Andrey Zvyagintsev,India,6086825
Pulp Fiction India 28,Comedia,Francis Ford Coppola,India,9854052
The Matrix India 29,Thriller,Martin Scorsese,India,10052538
Pulp Fiction India 30,Thriller,Guillermo del Toro,India,7234684
Interstellar India 31,Thriller,Hayao Miyazaki,India,8530525
The Matrix India 32,Aventura,Bong Joon-ho,India,8664635
Parasite India 33,Acción,Hayao Miyazaki,India,8697497
The Dark Knight India 34,Ciencia ficción,Pedro Almodóvar,India,7716582
Forrest Gump India 35,Crimen,Christopher Nolan,India,7808456
Gladiator India 36,Drama,James Cameron,India,8987050
The Dark Knight India 37,Aventura,Ridley Scott,India,5644386
The Godfather India 38,Crimen,Martin Scorsese,India,6972000
Avatar India 39,Acción,Christopher Nolan,India,8619483
The Dark Knight India 40,Thriller,James Cameron,India,7867386
The Matrix India 41,Ciencia ficción,Francis Ford Coppola,India,8692493
Titanic India 42,Aventura,Steven Spielberg,India,8764533
Inception India 43,Crimen,Ridley Scott,India,5682816
Titanic India 44,Ciencia ficción,James Cameron,India,9352833
Avatar India 45,Acción,Quentin Tarantino,India,6301417
Forrest Gump India 46,Crimen,Martin Scorsese,India,7133946
Titanic India 47,Thriller,Quentin Tarantino,India,10441232
Gladiator India 48,Acción,Martin Scorsese,India,9952003
Inception India 49,Drama,Francis Ford Coppola,India,7448353
Inception India 50,Romance,Steven Spielberg,India,10039715
The Godfather India 51,Acción,James Cameron,India,6595664
Inception India 52,Acción,Quentin Tarantino,India,8838644
Forrest Gump India 53,Romance,Hayao Miyazaki,India,7702158
Interstellar India 54,Comedia,Guillermo del Toro,India,6964377
The Dark Knight India 55,Aventura,James Cameron,India,9848484
Inception India 56,Drama,Christopher Nolan,India,6563618
The Matrix India 57,Thriller,Andrey Zvyagintsev,India,7401144
Avatar India 58,Drama,Bong Joon-ho,India,10154983
Forrest Gump India 59,Ciencia ficción,Pedro Almodóvar,India,9065583
Inception India 60,Acción,James Cameron,India,9279736
The Godfather India 61,Acción,Quentin Tarantino,India,7380040
The Matrix India 62,Acción,Bong Joon-ho,India,5657978
Avatar India 63,Thriller,Pedro Almodóvar,India,9735702
The Matrix India 64,Drama,Ridley Scott,India,7445541
Inception India 65,Romance,Hayao Miyazaki,India,8332715
Inception India 66,Romance,James Cameron,India,8463442
Titanic India 67,Ciencia ficción,Ridley Scott,India,6656886
Gladiator India 68,Thriller,Guillermo del Toro,India,5876820
Parasite India 69,Crimen,Martin Scorsese,India,6763939
The Godfather India 70,Crimen,Quentin Tarantino,India,7552987
Titanic India 71,Thriller,Francis Ford Coppola,India,10604548
Inception India 72,Ciencia ficción,Guillermo del Toro,India,9208490
Pulp Fiction India 73,Crimen,Steven Spielberg,India,10041905
Inception India 74,Drama,Pedro Almodóvar,India,10746287
Interstellar India 75,Crimen,Ridley Scott,India,6513343
Interstellar India 76,Thriller,Pedro Almodóvar,India,6240475
Forrest Gump India 77,Aventura,Francis Ford Coppola,India,8833256
Pulp Fiction India 78,Comedia,Guillermo del Toro,India,8251073
The Dark Knight India 79,Acción,Quentin Tarantino,India,8890223
The Godfather India 80,Crimen,Quentin Tarantino,India,6271407
The Godfather India 81,Thriller,Bong Joon-ho,India,6830586
The Matrix India 82,Acción,Andrey Zvyagintsev,India,5664402
Parasite India 83,Ciencia ficción,Quentin Tarantino,India,7874768
The Dark Knight India 84,Thriller,Francis Ford Coppola,India,8005674
Inception India 85,Thriller,Andrey Zvyagintsev,India,8992669
The Godfather India 86,Acción,Ridley Scott,India,9099494
Inception India 87,Acción,Quentin Tarantino,India,7959123
Avatar India 88,Crimen,Christopher Nolan,India,6450187
Pulp Fiction India 89,Comedia,Hayao Miyazaki,India,7463300
Pulp Fiction India 90,Acción,Steven Spielberg,India,8997356
The Dark Knight India 91,Drama,James Cameron,India,9001286
Parasite India 92,Romance,Quentin Tarantino,India,7631045
The Matrix India 93,Acción,Ridley Scott,India,9630688
The Matrix India 94,Acción,Pedro Almodóvar,India,9343252
Forrest Gump India 95,Thriller,Christopher Nolan,India,8271090
Titanic India 96,Acción,Christopher Nolan,India,10330807
Interstellar India 97,Comedia,Francis Ford Coppola,India,9436073
Gladiator India 98,Romance,Steven Spielberg,India,6623633
Titanic India 99,Aventura,Martin Scorsese,India,6114354
Interstellar India 100,Crimen,Christopher Nolan,India,9218409
The Godfather China 1,Aventura,Bong Joon-ho,China,9374755
Pulp Fiction China 2,Acción,Pedro Almodóvar,China,7962546
The Godfather China 3,Drama,Christopher Nolan,China,9171961
Pulp Fiction China 4,Comedia,James Cameron,China,6409288
The Godfather China 5,Thriller,Guillermo del Toro,China,7816564
Pulp Fiction China 6,Comedia,Quentin Tarantino,China,7122477
Pulp Fiction China 7,Drama,Ridley Scott,China,7721793
Interstellar China 8,Thriller,Quentin Tarantino,China,8636014
Forrest Gump China 9,Crimen,Steven Spielberg,China,8337280
Parasite China 10,Acción,Quentin Tarantino,China,10374517
Titanic China 11,Thriller,Quentin Tarantino,China,8776801
The Matrix China 12,Ciencia ficción,Quentin Tarantino,China,5688057
Gladiator China 13,Aventura,Guillermo del Toro,China,6322508
The Godfather China 14,Comedia,Guillermo del Toro,China,9031343
Avatar China 15,Acción,Francis Ford Coppola,China,6277095
Interstellar China 16,Thriller,Pedro Almodóvar,China,6379167
Forrest Gump China 17,Ciencia ficción,Guillermo del Toro,China,9707437
The Dark Knight China 18,Aventura,Quentin Tarantino,China,10410412
Parasite China 19,Thriller,Christopher Nolan,China,10294491
Gladiator China 20,Drama,Ridley Scott,China,5933260
Parasite China 21,Drama,Steven Spielberg,China,7475289
Inception China 22,Ciencia ficción,Martin Scorsese,China,5767004
Avatar China 23,Drama,Bong Joon-ho,China,6589634
Pulp Fiction China 24,Ciencia ficción,Bong Joon-ho,China,9295747
Inception China 25,Ciencia ficción,Martin Scorsese,China,6406900
Interstellar China 26,Drama,Ridley Scott,China,10571146
Avatar China 27,Ciencia ficción,Steven Spielberg,China,7127383
Parasite China 28,Romance,Steven Spielberg,China,6434781
Avatar China 29,Acción,Andrey Zvyagintsev,China,6393973
Forrest Gump China 30,Ciencia ficción,Andrey Zvyagintsev,China,9484376
Interstellar China 31,Crimen,Quentin Tarantino,China,6444666
Inception China 32,Acción,Martin Scorsese,China,5463201
Forrest Gump China 33,Acción,Guillermo del Toro,China,10346904
Interstellar China 34,Crimen,Bong Joon-ho,China,8982643
The Godfather China 35,Drama,Quentin Tarantino,China,6476613
Pulp Fiction China 36,Ciencia ficción,Quentin Tarantino,China,5635871
Inception China 37,Crimen,Guillermo del Toro,China,10782032
Parasite China 38,Aventura,Quentin Tarantino,China,5480381
Gladiator China 39,Aventura,Martin Scorsese,China,9231410
Pulp Fiction China 40,Romance,Pedro Almodóvar,China,5649251
Forrest Gump China 41,Drama,Pedro Almodóvar,China,7317617
The Dark Knight China 42,Ciencia ficción,Bong Joon-ho,China,5502228
Avatar China 43,Comedia,Christopher Nolan,China,9860330
The Matrix China 44,Comedia,James Cameron,China,8716709
Gladiator China 45,Comedia,James Cameron,China,7786860
Parasite China 46,Romance,Guillermo del Toro,China,7694091
The Dark Knight China 47,Aventura,Guillermo del Toro,China,10160002
Parasite China 48,Crimen,Martin Scorsese,China,7306827
Gladiator China 49,Acción,Hayao Miyazaki,China,9937537
Pulp Fiction China 50,Acción,James Cameron,China,6137758
The Dark Knight China 51,Comedia,Martin Scorsese,China,8094448
Parasite China 52,Acción,Andrey Zvyagintsev,China,6427850
The Matrix China 53,Ciencia ficción,Pedro Almodóvar,China,6402768
Titanic China 54,Aventura,Quentin Tarantino,China,9489586
The Godfather China 55,Acción,Steven Spielberg,China,5402744
Gladiator China 56,Crimen,Andrey Zvyagintsev,China,5650118
The Dark Knight China 57,Comedia,Steven Spielberg,China,7675286
Pulp Fiction China 58,Crimen,Andrey Zvyagintsev,China,8199014
Pulp Fiction China 59,Aventura,Quentin Tarantino,China,7600161
Gladiator China 60,Aventura,Guillermo del Toro,China,5751761
The Dark Knight China 61,Crimen,Guillermo del Toro,China,9852564
Pulp Fiction China 62,Ciencia ficción,Christopher Nolan,China,10089602
Gladiator China 63,Romance,Martin Scorsese,China,5851256
Forrest Gump China 64,Romance,James Cameron,China,10795937
The Matrix China 65,Romance,Bong Joon-ho,China,5970994
Avatar China 66,Romance,Christopher Nolan,China,7713692
The Matrix China 67,Aventura,Guillermo del Toro,China,8485689
The Matrix China 68,Acción,Martin Scorsese,China,10580370
Parasite China 69,Comedia,Martin Scorsese,China,8045804
Pulp Fiction China 70,Comedia,Guillermo del Toro,China,9975032
Gladiator China 71,Ciencia ficción,Andrey Zvyagintsev,China,5752663
Inception China 72,Ciencia ficción,Ridley Scott,China,8795287
Forrest Gump China 73,Romance,Ridley Scott,China,7817994
Inception China 74,Romance,Andrey Zvyagintsev,China,8168065
Interstellar China 75,Romance,Bong Joon-ho,China,8345602
Gladiator China 76,Crimen,Steven Spielberg,China,7128353
The Dark Knight China 77,Crimen,Hayao Miyazaki,China,9137985
Interstellar China 78,Drama,Christopher Nolan,China,9267435
Titanic China 79,Aventura,Ridley Scott,China,10067249
The Matrix China 80,Ciencia ficción,Steven Spielberg,China,10494885
Interstellar China 81,Thriller,Steven Spielberg,China,9140166
Titanic China 82,Ciencia ficción,James Cameron,China,6497660
The Godfather China 83,Crimen,Martin Scorsese,China,9190244
The Matrix China 84,Acción,James Cameron,China,6448016
The Dark Knight China 85,Crimen,Francis Ford Coppola,China,7172179
Forrest Gump China 86,Ciencia ficción,James Cameron,China,5943551
Inception China 87,Thriller,Quentin Tarantino,China,9788404
Pulp Fiction China 88,Romance,Pedro Almodóvar,China,7253607
The Godfather China 89,Comedia,Guillermo del Toro,China,9251118
Parasite China 90,Crimen,Ridley Scott,China,6407158
The Godfather China 91,Thriller,Pedro Almodóvar,China,5893157
Titanic China 92,Acción,Martin Scorsese,China,9728032
Inception China 93,Crimen,James Cameron,China,10159129
Titanic China 94,Ciencia ficción,Quentin Tarantino,China,8260376
Forrest Gump China 95,Acción,Hayao Miyazaki,China,5425560
Parasite China 96,Thriller,Bong Joon-ho,China,6096614
Pulp Fiction China 97,Romance,Bong Joon-ho,China,6819715
Inception China 98,Thriller,Andrey Zvyagintsev,China,9011332
Inception China 99,Aventura,Hayao Miyazaki,China,7752022
Gladiator China 100,Crimen,Pedro Almodóvar,China,10104764
Forrest Gump Corea 1,Comedia,Bong Joon-ho,Corea,7493286
Avatar Corea 2,Aventura,Quentin Tarantino,Corea,6006817
Avatar Corea 3,Ciencia ficción,James Cameron,Corea,8405219
Titanic Corea 4,Drama,Steven Spielberg,Corea,8454839
Avatar Corea 5,Ciencia ficción,James Cameron,Corea,8148096
Forrest Gump Corea 6,Aventura,Steven Spielberg,Corea,10172950
Interstellar Corea 7,Thriller,Pedro Almodóvar,Corea,10067873
Titanic Corea 8,Drama,Christopher Nolan,Corea,7614103
Inception Corea 9,Romance,Andrey Zvyagintsev,Corea,10350613
Titanic Corea 10,Romance,Andrey Zvyagintsev,Corea,10210652
Interstellar Corea 11,Thriller,Martin Scorsese,Corea,7988955
Avatar Corea 12,Drama,Martin Scorsese,Corea,8342798
The Godfather Corea 13,Aventura,Martin Scorsese,Corea,8958974
Inception Corea 14,Acción,Guillermo del Toro,Corea,5497339
Pulp Fiction Corea 15,Thriller,Christopher Nolan,Corea,9950443
Forrest Gump Corea 16,Acción,Christopher Nolan,Corea,5648778
The Godfather Corea 17,Drama,Quentin Tarantino,Corea,8139865
The Matrix Corea 18,Drama,Guillermo del Toro,Corea,6254697
Forrest Gump Corea 19,Drama,Hayao Miyazaki,Corea,7467039
The Godfather Corea 20,Drama,James Cameron,Corea,7332104
Pulp Fiction Corea 21,Drama,James Cameron,Corea,7451958
Inception Corea 22,Crimen,Andrey Zvyagintsev,Corea,8965282
Titanic Corea 23,Thriller,Pedro Almodóvar,Corea,7069024
The Godfather Corea 24,Drama,Andrey Zvyagintsev,Corea,5531650
Pulp Fiction Corea 25,Thriller,Hayao Miyazaki,Corea,5809884
Forrest Gump Corea 26,Romance,Guillermo del Toro,Corea,7296246
The Dark Knight Corea 27,Acción,Andrey Zvyagintsev,Corea,10466373
Gladiator Corea 28,Romance,Guillermo del Toro,Corea,7824820
Parasite Corea 29,Aventura,Hayao Miyazaki,Corea,9152004
Interstellar Corea 30,Drama,Christopher Nolan,Corea,9711757
Forrest Gump Corea 31,Romance,Andrey Zvyagintsev,Corea,8845931
Forrest Gump Corea 32,Ciencia ficción,Guillermo del Toro,Corea,5705258
The Dark Knight Corea 33,Crimen,Bong Joon-ho,Corea,9093517
Forrest Gump Corea 34,Ciencia ficción,Ridley Scott,Corea,9289368
Pulp Fiction Corea 35,Comedia,Martin Scorsese,Corea,8778729
The Godfather Corea 36,Thriller,Guillermo del Toro,Corea,7066482
The Dark Knight Corea 37,Crimen,Bong Joon-ho,Corea,7825658
Inception Corea 38,Ciencia ficción,Pedro Almodóvar,Corea,8378171
Inception Corea 39,Comedia,Steven Spielberg,Corea,7218465
The Godfather Corea 40,Ciencia ficción,Christopher Nolan,Corea,5625812
Gladiator Corea 41,Drama,Steven Spielberg,Corea,9540762
Parasite Corea 42,Acción,Pedro Almodóvar,Corea,10732939
Forrest Gump Corea 43,Crimen,Andrey Zvyagintsev,Corea,5827748
The Godfather Corea 44,Aventura,Christopher Nolan,Corea,7033320
Interstellar Corea 45,Ciencia ficción,Christopher Nolan,Corea,10028366
Gladiator Corea 46,Crimen,Guillermo del Toro,Corea,6050431
Forrest Gump Corea 47,Comedia,Andrey Zvyagintsev,Corea,10587519
Gladiator Corea 48,Acción,Ridley Scott,Corea,5730245
Inception Corea 49,Comedia,Ridley Scott,Corea,8539520
Pulp Fiction Corea 50,Comedia,Martin Scorsese,Corea,9772900
Forrest Gump Corea 51,Aventura,Bong Joon-ho,Corea,7918368
Interstellar Corea 52,Aventura,Bong Joon-ho,Corea,6847741
Pulp Fiction Corea 53,Ciencia ficción,Guillermo del Toro,Corea,5737641
The Dark Knight Corea 54,Acción,Andrey Zvyagintsev,Corea,5862532
The Dark Knight Corea 55,Ciencia ficción,Guillermo del Toro,Corea,8001375
Parasite Corea 56,Thriller,Ridley Scott,Corea,6052041
The Dark Knight Corea 57,Drama,James Cameron,Corea,6564993
Forrest Gump Corea 58,Acción,Hayao Miyazaki,Corea,8004256
Gladiator Corea 59,Drama,Ridley Scott,Corea,8300949
Forrest Gump Corea 60,Crimen,Francis Ford Coppola,Corea,7721834
The Godfather Corea 61,Ciencia ficción,Christopher Nolan,Corea,8495984
Forrest Gump Corea 62,Romance,Hayao Miyazaki,Corea,10262332
Avatar Corea 63,Aventura,James Cameron,Corea,9828261
Inception Corea 64,Comedia,Guillermo del Toro,Corea,7604098
Inception Corea 65,Aventura,James Cameron,Corea,10772576
Titanic Corea 66,Drama,Quentin Tarantino,Corea,6795615
Avatar Corea 67,Comedia,Steven Spielberg,Corea,9843028
Inception Corea 68,Comedia,Ridley Scott,Corea,5489456
The Matrix Corea 69,Crimen,Guillermo del Toro,Corea,8890939
The Matrix Corea 70,Comedia,Hayao Miyazaki,Corea,8377851
Interstellar Corea 71,Ciencia ficción,Bong Joon-ho,Corea,10156738
Pulp Fiction Corea 72,Acción,Francis Ford Coppola,Corea,7685938
Parasite Corea 73,Drama,Pedro Almodóvar,Corea,7319701
The Dark Knight Corea 74,Romance,Francis Ford Coppola,Corea,7595443
Titanic Corea 75,Comedia,Ridley Scott,Corea,7529317
Parasite Corea 76,Aventura,Christopher Nolan,Corea,10390914
The Godfather Corea 77,Comedia,Ridley Scott,Corea,10097969
Parasite Corea 78,Comedia,Francis Ford Coppola,Corea,5838097
Avatar Corea 79,Romance,Andrey Zvyagintsev,Corea,8870944
Parasite Corea 80,Ciencia ficción,Hayao Miyazaki,Corea,7674652
Gladiator Corea 81,Ciencia ficción,Bong Joon-ho,Corea,10024167
Interstellar Corea 82,Crimen,Christopher Nolan,Corea,9477002
Inception Corea 83,Thriller,Christopher Nolan,Corea,7114299
The Dark Knight Corea 84,Acción,Andrey Zvyagintsev,Corea,7154659
Forrest Gump Corea 85,Thriller,Hayao Miyazaki,Corea,8636048
Avatar Corea 86,Acción,Steven Spielberg,Corea,7400337
Avatar Corea 87,Romance,Pedro Almodóvar,Corea,8266234
Avatar Corea 88,Acción,Pedro Almodóvar,Corea,5932076
Pulp Fiction Corea 89,Acción,Pedro Almodóvar,Corea,7755211
Inception Corea 90,Drama,Quentin Tarantino,Corea,8022153
Forrest Gump Corea 91,Romance,Christopher Nolan,Corea,10486601
The Godfather Corea 92,Drama,Steven Spielberg,Corea,5808476
Parasite Corea 93,Ciencia ficción,Quentin Tarantino,Corea,7996541
Forrest Gump Corea 94,Romance,Quentin Tarantino,Corea,6922827
Avatar Corea 95,Acción,James Cameron,Corea,6778205
Avatar Corea 96,Romance,Pedro Almodóvar,Corea,10361723
Interstellar Corea 97,Ciencia ficción,Bong Joon-ho,Corea,6355522
Parasite Corea 98,Comedia,Andrey Zvyagintsev,Corea,8490950
Inception Corea 99,Drama,Andrey Zvyagintsev,Corea,7002473
Parasite Corea 100,Drama,Quentin Tarantino,Corea,8622911
The Matrix Australia 1,Acción,Bong Joon-ho,Australia,6742938
Avatar Australia 2,Acción,Pedro Almodóvar,Australia,7685654
Gladiator Australia 3,Drama,Guillermo del Toro,Australia,8271719
The Dark Knight Australia 4,Drama,Andrey Zvyagintsev,Australia,8312899
Titanic Australia 5,Drama,Guillermo del Toro,Australia,6389390
The Godfather Australia 6,Romance,Christopher Nolan,Australia,9068560
Inception Australia 7,Ciencia ficción,Christopher Nolan,Australia,5480356
Forrest Gump Australia 8,Romance,Guillermo del Toro,Australia,6995833
Interstellar Australia 9,Crimen,Andrey Zvyagintsev,Australia,8777260
Interstellar Australia 10,Acción,Guillermo del Toro,Australia,9034144
The Godfather Australia 11,Acción,Guillermo del Toro,Australia,9163299
Parasite Australia 12,Ciencia ficción,Quentin Tarantino,Australia,10539404
Pulp Fiction Australia 13,Comedia,Bong Joon-ho,Australia,8551737
Forrest Gump Australia 14,Ciencia ficción,Martin Scorsese,Australia,8801950
The Dark Knight Australia 15,Thriller,Francis Ford Coppola,Australia,6245573
The Dark Knight Australia 16,Thriller,Guillermo del Toro,Australia,7780117
Titanic Australia 17,Comedia,Ridley Scott,Australia,7505107
The Matrix Australia 18,Aventura,Guillermo del Toro,Australia,5850691
Pulp Fiction Australia 19,Comedia,James Cameron,Australia,10190233
The Godfather Australia 20,Drama,Ridley Scott,Australia,10045954
Forrest Gump Australia 21,Ciencia ficción,James Cameron,Australia,8980589
Avatar Australia 22,Aventura,Steven Spielberg,Australia,7698024
Forrest Gump Australia 23,Romance,Francis Ford Coppola,Australia,7167564
The Godfather Australia 24,Thriller,Steven Spielberg,Australia,7677337
The Godfather Australia 25,Ciencia ficción,Andrey Zvyagintsev,Australia,6126263
The Matrix Australia 26,Acción,Andrey Zvyagintsev,Australia,10079377
Titanic Australia 27,Aventura,Quentin Tarantino,Australia,8976845
The Matrix Australia 28,Thriller,Bong Joon-ho,Australia,7281080
Forrest Gump Australia 29,Aventura,Hayao Miyazaki,Australia,8771548
Inception Australia 30,Comedia,Andrey Zvyagintsev,Australia,10541357
Inception Australia 31,Ciencia ficción,Bong Joon-ho,Australia,9722889
Interstellar Australia 32,Drama,Pedro Almodóvar,Australia,7665965
Gladiator Australia 33,Romance,Ridley Scott,Australia,9088387
Avatar Australia 34,Aventura,Pedro Almodóvar,Australia,10395643
Parasite Australia 35,Drama,Francis Ford Coppola,Australia,7783900
Avatar Australia 36,Ciencia ficción,James Cameron,Australia,6919580
Pulp Fiction Australia 37,Aventura,Hayao Miyazaki,Australia,6416276
Titanic Australia 38,Thriller,Hayao Miyazaki,Australia,7024871
Pulp Fiction Australia 39,Romance,Andrey Zvyagintsev,Australia,9794320
The Matrix Australia 40,Crimen,Ridley Scott,Australia,8195819
The Dark Knight Australia 41,Ciencia ficción,Hayao Miyazaki,Australia,7606926
The Dark Knight Australia 42,Comedia,Steven Spielberg,Australia,5773181
Titanic Australia 43,Drama,Francis Ford Coppola,Australia,9470478
The Matrix Australia 44,Aventura,Bong Joon-ho,Australia,5721482
The Godfather Australia 45,Thriller,Guillermo del Toro,Australia,10292263
Pulp Fiction Australia 46,Acción,Bong Joon-ho,Australia,7009781
Titanic Australia 47,Drama,James Cameron,Australia,8131682
The Dark Knight Australia 48,Comedia,Quentin Tarantino,Australia,9125013
The Dark Knight Australia 49,Comedia,Hayao Miyazaki,Australia,6768124
Forrest Gump Australia 50,Thriller,Christopher Nolan,Australia,6110965
The Matrix Australia 51,Drama,Bong Joon-ho,Australia,8029713
Avatar Australia 52,Acción,Martin Scorsese,Australia,8135679
The Godfather Australia 53,Ciencia ficción,Hayao Miyazaki,Australia,6365963
Interstellar Australia 54,Ciencia ficción,Martin Scorsese,Australia,6867537
The Godfather Australia 55,Thriller,Pedro Almodóvar,Australia,9089757
Forrest Gump Australia 56,Thriller,Francis Ford Coppola,Australia,10155273
Interstellar Australia 57,Comedia,Pedro Almodóvar,Australia,7274905
Inception Australia 58,Comedia,Christopher Nolan,Australia,9103305
The Dark Knight Australia 59,Acción,Francis Ford Coppola,Australia,8756255
Titanic Australia 60,Aventura,Christopher Nolan,Australia,7553527
Parasite Australia 61,Romance,Hayao Miyazaki,Australia,10693762
Pulp Fiction Australia 62,Romance,Bong Joon-ho,Australia,6225108
The Matrix Australia 63,Thriller,Steven Spielberg,Australia,6311585
Avatar Australia 64,Thriller,Pedro Almodóvar,Australia,10139912
Inception Australia 65,Comedia,Hayao Miyazaki,Australia,9075402
Inception Australia 66,Romance,Bong Joon-ho,Australia,5678435
Pulp Fiction Australia 67,Acción,Steven Spielberg,Australia,9724289
The Dark Knight Australia 68,Comedia,Pedro Almodóvar,Australia,8554401
Gladiator Australia 69,Acción,Christopher Nolan,Australia,9825305
Titanic Australia 70,Crimen,Martin Scorsese,Australia,10051609
Parasite Australia 71,Ciencia ficción,Christopher Nolan,Australia,9160604
Avatar Australia 72,Crimen,Guillermo del Toro,Australia,9311359
Avatar Australia 73,Crimen,Hayao Miyazaki,Australia,5817773
The Godfather Australia 74,Crimen,Pedro Almodóvar,Australia,6632094
Gladiator Australia 75,Romance,Christopher Nolan,Australia,6027565
Pulp Fiction Australia 76,Ciencia ficción,Andrey Zvyagintsev,Australia,7031712
The Dark Knight Australia 77,Aventura,Christopher Nolan,Australia,6497164
Pulp Fiction Australia 78,Crimen,Quentin Tarantino,Australia,8121117
Interstellar Australia 79,Crimen,Steven Spielberg,Australia,8282699
The Dark Knight Australia 80,Ciencia ficción,Bong Joon-ho,Australia,7146074
Avatar Australia 81,Acción,Hayao Miyazaki,Australia,6776472
Parasite Australia 82,Comedia,Andrey Zvyagintsev,Australia,5429905
The Godfather Australia 83,Crimen,Andrey Zvyagintsev,Australia,5522167
Titanic Australia 84,Aventura,Quentin Tarantino,Australia,10451293
Titanic Australia 85,Ciencia ficción,James Cameron,Australia,9068184
The Dark Knight Australia 86,Acción,Bong Joon-ho,Australia,5866498
Interstellar Australia 87,Comedia,James Cameron,Australia,9055618
The Dark Knight Australia 88,Crimen,Steven Spielberg,Australia,7871507
Avatar Australia 89,Aventura,Andrey Zvyagintsev,Australia,8977352
Interstellar Australia 90,Thriller,Pedro Almodóvar,Australia,9095286
Gladiator Australia 91,Comedia,Francis Ford Coppola,Australia,9225468
Gladiator Australia 92,Ciencia ficción,Steven Spielberg,Australia,5517373
Forrest Gump Australia 93,Romance,Hayao Miyazaki,Australia,5800835
